商品URL,商品ID,层级,名称,价格,红色标注,描述,图片链接,图片路径
https://shop.toysanta.jp/?pid=192919039,192919039,"ホーム > キャラクター > NHK教育関連
",【全部揃ってます!!】おじゃる丸 ぬいぐるみスマホチャーム [全4種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,100円(内税)",63pt,"この商品のラインナップを全て見る

 ▼この商品は【全4種セット(フルコンプ)】です。

 おじゃる丸がぬいぐるみスマホチャームになったよ！スマホをかわいくデコっちゃおう！

 2WAY仕様でポーチやシール帳などのアクセサリーにもぴったり！

 英語名：Ojarumaru Plush Smartphone Charm Yumeya Capsule Toy

 このシリーズには4種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・おじゃる丸
 ・電ボ
 ・公ちゃん
 ・貧ちゃん

 キャラクター：おじゃる丸
 サイズ：全長約50-70mm
 材質：ポリエステル,亜鉛合金
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57939
 ■メーカー：夢屋
 ■分類：ガチャガチャ
 ■code：20260804
 ■JAN：4582302294067",https://img07.shop-pro.jp/PA01455/769/product/192919039.jpg?cmsp_timestamp=20260804134048|https://img07.shop-pro.jp/PA01455/769/product/192919039_o1.jpg?cmsp_timestamp=20260804134048|https://img07.shop-pro.jp/PA01455/769/product/192919039_o2.jpg?cmsp_timestamp=20260804134048,/Users/hong/Desktop/日本商品2/采集数据/images/192919039_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192919039_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192919039_M_2.jpg
https://shop.toysanta.jp/?pid=192911895,192911895,"ホーム > ゲームキャラクター > その他
",【全部揃ってます!!】アーマード・コア VI エンブレムメタルチャーム4 [全6種セット(フルコンプ)]【ネコポス配送対応】【C】,"3,100円(内税)",93pt,"この商品のラインナップを全て見る

 ▼この商品は【全6種セット(フルコンプ)】です。

 株式会社フロム・ソフトウェアが贈る『ARMORED CORE VI FIRES OF RUBICON』からメタルチャーム第4弾が登場！

 英語名：ARMORED CORE VI Emblem Metal Charm Part.5 Studio SO-TA Capsule Toy

 このシリーズには6種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・オールマインド
 ・アーキバスコーポレーション
 ・ベイラムインダストリー
 ・RaD
 ・ルビコン解放戦線
 ・惑星封鎖機構

 キャラクター：アーマード・コア VI
 サイズ：全長約26-40mm
 材質：亜鉛合金,鉄
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57969
 ■メーカー：スタジオソータ(SO-TA)
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4582779497176",https://img07.shop-pro.jp/PA01455/769/product/192911895.jpg?cmsp_timestamp=20260803150314|https://img07.shop-pro.jp/PA01455/769/product/192911895_o1.jpg?cmsp_timestamp=20260803150314|https://img07.shop-pro.jp/PA01455/769/product/192911895_o2.jpg?cmsp_timestamp=20260803150314,/Users/hong/Desktop/日本商品2/采集数据/images/192911895_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911895_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911895_M_2.jpg
https://shop.toysanta.jp/?pid=192911886,192911886,"ホーム > オリジナル > クリエイター・アーティスト系
",【全部揃ってます!!】Lotti(ロッティ) マスクコレクション [全6種セット(フルコンプ)]【 ネコポス不可 】【C】,"2,500円(内税)",75pt,"この商品のラインナップを全て見る

 ▼この商品は【全6種セット(フルコンプ)】です。

 スタジオソータ(SO-TA)さんと造形作家「+45(プラスシコウ)」さんとのコラボ商品！
 人間生活の中に潜む【Lotti】
 ペストマスク、ガスマスク、ラビットマスクの全6種。
 マスクは付け替え可能なのでいろいろな組み合わせを楽しめる！

 英語名：Lotti Mask Collection Studio SO-TA Capsule Toy

 このシリーズには6種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・ペストマスク(ブラック)
 ・ガスマスク(ブラック)
 ・ラビットマスク(ブラック)
 ・ペストマスク(ホワイト)
 ・ガスマスク(ホワイト)
 ・ラビットマスク(ホワイト)

 キャラクター：+45
 サイズ：全高約70mm
 材質：ATBC-PVC
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57968
 ■メーカー：スタジオソータ(SO-TA)
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4582779497244",https://img07.shop-pro.jp/PA01455/769/product/192911886.jpg?cmsp_timestamp=20260803150307|https://img07.shop-pro.jp/PA01455/769/product/192911886_o1.jpg?cmsp_timestamp=20260803150307|https://img07.shop-pro.jp/PA01455/769/product/192911886_o2.jpg?cmsp_timestamp=20260803150307,/Users/hong/Desktop/日本商品2/采集数据/images/192911886_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911886_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911886_M_2.jpg
https://shop.toysanta.jp/?pid=192911878,192911878,"ホーム > 模型・ミニチュア > 食べ物系
",【全部揃ってます!!】銀河高原ビール ミニチュアキーチェーン [全5種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,100円(内税)",63pt,"この商品のラインナップを全て見る

 ▼この商品は【全5種セット(フルコンプ)】です。

 銀河高原ビール誕生から30年、ついにミニチュアキーチェーンになりました。
 なつかしの歴代ビールも限定復刻。
 全種ボールチェーン付き！

 英語名：Ginga Kogen Beer Miniature Keychain Studio SO-TA Capsule Toy



 このシリーズには5種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・小麦のビール
 ・白ビール
 ・ペールエール
 ・シルバーボトル
 ・グラスビール

 キャラクター：飲み物
 サイズ：全長約25-36mm
 材質：ABS,鉄
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57967
 ■メーカー：スタジオソータ(SO-TA)
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4582779497206",https://img07.shop-pro.jp/PA01455/769/product/192911878.jpg?cmsp_timestamp=20260803150301|https://img07.shop-pro.jp/PA01455/769/product/192911878_o1.jpg?cmsp_timestamp=20260803150301|https://img07.shop-pro.jp/PA01455/769/product/192911878_o2.jpg?cmsp_timestamp=20260803150301|https://img07.shop-pro.jp/PA01455/769/product/192911878_o3.png?cmsp_timestamp=20260804173407|https://img07.shop-pro.jp/PA01455/769/product/192911878_o4.jpg?cmsp_timestamp=20260804173407|https://img07.shop-pro.jp/PA01455/769/product/192911878_o5.jpg?cmsp_timestamp=20260804173407|https://img07.shop-pro.jp/PA01455/769/product/192911878_o6.jpg?cmsp_timestamp=20260804173407|https://img07.shop-pro.jp/PA01455/769/product/192911878_o7.jpg?cmsp_timestamp=20260804173407,/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_2.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_3.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_4.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_5.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_6.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911878_M_7.jpg
https://shop.toysanta.jp/?pid=192911872,192911872,"ホーム > オリジナル > クリエイター・アーティスト系
",【全部揃ってます!!】電脳大工 チェス フィギュアコレクション material ver. [全6種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,400円(内税)",72pt,"この商品のラインナップを全て見る

 ▼この商品は【全6種セット(フルコンプ)】です。

 動物モチーフのチェスが美しいクリア素材になって登場

 英語名：Dennnou Daiku Chess Figure Collection: Material Ver. Studio SO-TA Capsule Toy

 このシリーズには6種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・ポーンクリア
 ・ルーク クリア
 ・クイーン クリア
 ・キング クリア
 ・ビショップ クリア
 ・ナイト クリア

 キャラクター：電脳大工
 サイズ：全高約38-75mm
 材質：ATBC-PVC
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57966
 ■メーカー：スタジオソータ(SO-TA)
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4582779496940",https://img07.shop-pro.jp/PA01455/769/product/192911872.jpg?cmsp_timestamp=20260803150254|https://img07.shop-pro.jp/PA01455/769/product/192911872_o1.jpg?cmsp_timestamp=20260803150254|https://img07.shop-pro.jp/PA01455/769/product/192911872_o2.jpg?cmsp_timestamp=20260803150254|https://img07.shop-pro.jp/PA01455/769/product/192911872_o3.png?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o4.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o5.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o6.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o7.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o8.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o9.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o10.jpg?cmsp_timestamp=20260804173221|https://img07.shop-pro.jp/PA01455/769/product/192911872_o11.jpg?cmsp_timestamp=20260804173221,/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_2.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_3.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_4.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_5.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_6.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_7.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_8.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_9.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_10.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911872_M_11.jpg
https://shop.toysanta.jp/?pid=192911863,192911863,"ホーム > 模型・ミニチュア > 自動車・バイク・その他
",【全部揃ってます!!】1/64PLUS ダムド スペーシアギアROAM [全6種セット(フルコンプ)]【 ネコポス不可 】【C】,"2,500円(内税)",75pt,"この商品のラインナップを全て見る

 ▼この商品は【全6種セット(フルコンプ)】です。

 1/64PLUS(プラス)シリーズ、第27弾はダムドスペーシアギアROAM(ローム)です。
 1982年創業のエアロパーツ・ドレスアップのダムドのコンプリートカー、スズキスペーシアギアROAMを立体化。
 今回のギミックはバックドアの開閉です。
 アウトドアシーンで活躍するアルミコンテナボックスも付属します。

 英語名：1/64 PLUS DAMD Spacia Gear ROAM Stand stones Capsule Toy

 このシリーズには6種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・シフォンアイボリーメタリック ホワイト2トーンルーフ
 ・ツールグリーンパールメタリック ガンメタリック2トーンルーフ
 ・ブルーイッシュブラックパール3 ホワイト2トーンルーフ
 ・オフブルーメタリック ホワイト2トーンルーフ
 ・ピュアホワイトパール
 ・アクティブイエロー ガンメタリック2トーンルーフ

 キャラクター：乗り物
 サイズ：約W23×D53×H28mm
 材質：ABS,鉄
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57924
 ■メーカー：スタンドストーンズ
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4589675718947",https://img07.shop-pro.jp/PA01455/769/product/192911863.jpg?cmsp_timestamp=20260803150247|https://img07.shop-pro.jp/PA01455/769/product/192911863_o1.jpg?cmsp_timestamp=20260803150247|https://img07.shop-pro.jp/PA01455/769/product/192911863_o2.jpg?cmsp_timestamp=20260803150247,/Users/hong/Desktop/日本商品2/采集数据/images/192911863_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911863_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911863_M_2.jpg
https://shop.toysanta.jp/?pid=192911849,192911849,"ホーム > 模型・ミニチュア > 生き物
",【全部揃ってます!!】はにゃ？アヒルぬいぽーち？ [全5種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,200円(内税)",66pt,"この商品のラインナップを全て見る

 ▼この商品は【全5種セット(フルコンプ)】です。

 ふわふわ手触りのアヒルが可愛いすぎる♪
 「？」チャームで謎かわ全開？
 何考えてるかわからないのが魅力！
 全種ボールチェーン付き！

 英語名：Hanya? Dudk Stuffed Pouch Bright link Capsule Toy

 このシリーズには5種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・ホワイト
 ・イエロー
 ・ピンク
 ・グリーン
 ・ブラック

 キャラクター：生き物
 サイズ：全長約130mm
 材質：ポリエステル,鉄
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■58006
 ■メーカー：ブライトリンク
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4573558507339",https://img07.shop-pro.jp/PA01455/769/product/192911849.jpg?cmsp_timestamp=20260803150236|https://img07.shop-pro.jp/PA01455/769/product/192911849_o1.jpg?cmsp_timestamp=20260803150236|https://img07.shop-pro.jp/PA01455/769/product/192911849_o2.jpg?cmsp_timestamp=20260803150236,/Users/hong/Desktop/日本商品2/采集数据/images/192911849_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911849_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911849_M_2.jpg
https://shop.toysanta.jp/?pid=192911826,192911826,"ホーム > 模型・ミニチュア > 食べ物系
",【全部揃ってます!!】Fruit Capsule Collection フルーツカプセル コレクション [全5種セット(フルコンプ)]【 ネコポス不可 】,"1,600円(内税)",48pt,"フォトレビューはこちら(トイサンタのブログへ移動します)


この商品のラインナップを全て見る

 ▼この商品は【全5種セット(フルコンプ)】です。

 ツヤツヤでみずみずしいフルーツ♪
 物価高でもフルーツ欲はあきらめない！
 カプセルに入ってて高級感を感じる！
 全種ボールチェーン付き！
 ※本商品は食べられません。

 英語名：Fruit Capsule Collection Bright link Capsule Toy


 このシリーズには5種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・リンゴ
 ・梨
 ・桃
 ・青リンゴ
 ・ザクロ

 キャラクター：食べ物
 サイズ：直径約50mm
 材質：ABS,ポリスチレン,鉄　
 商品状態：新古品・未使用・カプセル付属・ミニブック付属・内袋は未開封です。

 ■58002
 ■メーカー：ブライトリンク
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4573558507292",https://img07.shop-pro.jp/PA01455/769/product/192911826.jpg?cmsp_timestamp=20260803150217|https://img07.shop-pro.jp/PA01455/769/product/192911826_o1.jpg?cmsp_timestamp=20260803150217|https://img07.shop-pro.jp/PA01455/769/product/192911826_o2.jpg?cmsp_timestamp=20260803150217|https://img07.shop-pro.jp/PA01455/769/product/192911826_o3.png?cmsp_timestamp=20260804173538|https://img07.shop-pro.jp/PA01455/769/product/192911826_o4.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o5.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o6.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o7.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o8.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o9.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o10.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o11.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o12.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o13.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o14.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o15.jpg?cmsp_timestamp=20260805130426|https://img07.shop-pro.jp/PA01455/769/product/192911826_o16.jpg?cmsp_timestamp=20260805130426,/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_2.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_3.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_4.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_5.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_6.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_7.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_8.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_9.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_10.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_11.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_12.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_13.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_14.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_15.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911826_M_16.jpg
https://shop.toysanta.jp/?pid=192911813,192911813,"ホーム > コミック・アニメ(ジャンプ) > その他(コミック・アニメ(ジャンプ))
",【全部揃ってます!!】でふぉラバ！ 劇場版『チェンソーマン レゼ篇』 キーホルダー Vol.2 [全8種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,500円(内税)",75pt,"この商品のラインナップを全て見る

 ▼この商品は【全8種セット(フルコンプ)】です。

 でふぉラバの第2弾！
 劇中のシーンをイメージしたデザインです。
 全種ボールチェーン付き！

 英語名：Deformed Rubber! Movie Chainsaw Man Reze Keychain Vol.2 TakaraTomyArts Capsule Toy

 このシリーズには8種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・デンジ
 ・レゼ
 ・マキマ
 ・早川アキ
 ・天使の悪魔
 ・ボム
 ・チェンソーマン
 ・ポチタ

 キャラクター：チェンソーマン 
 サイズ：全長約55-60mm
 材質：PVC
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■58109
 ■メーカー：タカラトミーアーツ
 ■分類：ガチャガチャ
 ■code：20260803
 ■JAN：4904790906817",https://img07.shop-pro.jp/PA01455/769/product/192911813.jpg?cmsp_timestamp=20260803150206|https://img07.shop-pro.jp/PA01455/769/product/192911813_o1.jpg?cmsp_timestamp=20260803150206|https://img07.shop-pro.jp/PA01455/769/product/192911813_o2.jpg?cmsp_timestamp=20260803150206,/Users/hong/Desktop/日本商品2/采集数据/images/192911813_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911813_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911813_M_2.jpg
https://shop.toysanta.jp/?pid=192911779,192911779,"ホーム > ゲームキャラクター > その他
",【送料無料】【全部揃ってます!!】おねがいアイプリ アイプリカード♪コレクショングミ Vol.2 [全14種セット(フルコンプ)]【 ネコポス不可 】【C】,"9,800円(内税)",294pt,"この商品のラインナップを全て見る

 ▼この商品は【全14種セット(フルコンプ)】です。

 アミューズメントゲーム「おねがいアイプリ」で遊べるアイプリカードの第2弾！
 1枚のカードのなかに【全身コーデ】と【プレイキャラ】、【楽曲】の情報が全て登録されています。
 カードは両面フルカラー＆キラキラのホログラム仕上げで、1番レアリティの高い★4カードはさらに箔押し仕様です。

 【賞味期限】ラインナップ確認の為開封してますので、お菓子は付属しません。

 英語名：Onegai Aipuri Aipuri Card Collection Gummy Vol.2 TakaraTomyArts Collection Toy

 このシリーズには14種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 1.OG2-001(★4)おりびあ(フラワーブーケオレンジ)(箔押し仕様)
 2.OG2-002(★4)あおい(フラワーブーケオレンジ)(箔押し仕様)
 3.OG2-003(★4)ぐみ(フラワーブーケオレンジ)(箔押し仕様)
 4.OG2-004(★4)シークレット：いのり(フラワーブーケピンク)(箔押し仕様)
 5.OG2-005(★4)ぐみ(ゆうじょうスイーツバズリウムレッド)(箔押し仕様)
 6.OG2-006(★3)あおい(ビーチマリンスカイ)
 7.OG2-007(★3)いのり(ビーチマリンスカイ)
 8.OG2-008(★3)おりびあ(ビーチマリンスカイ)
 9.OG2-009(★3)ぐみ(ふわもこかいじゅう)
 10.OG2-010(★3)あおい(ふわもこかいじゅう)
 11.OG2-011(★3)おりびあ(アカデミー)
 12.OG2-012(★3)いのり(アカデミー)
 13.OG2-013(★3)いのり(エンジェルアイス)
 14.OG2-014(★3)ぐみ(エンジェルアイス)

 キャラクター：アイプリ
 サイズ：約86×59mm
 材質：紙
 商品状態：カードのみです、お菓子及びパッケージは付属しません。

 ■58273
 ■メーカー：タカラトミーアーツ
 ■分類：食玩
 ■code：20260803
 ■JAN：4904790111174",https://img07.shop-pro.jp/PA01455/769/product/192911779.jpg?cmsp_timestamp=20260803150138|https://img07.shop-pro.jp/PA01455/769/product/192911779_o1.jpg?cmsp_timestamp=20260803150138|https://img07.shop-pro.jp/PA01455/769/product/192911779_o2.jpg?cmsp_timestamp=20260803150138,/Users/hong/Desktop/日本商品2/采集数据/images/192911779_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911779_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911779_M_2.jpg
https://shop.toysanta.jp/?pid=192911761,192911761,"ホーム > コミック・アニメ(その他) > その他
",【送料無料】【全部揃ってます!!】葬送のフリーレン カードソフトクッキー [全25種セット(フルコンプ)]【 ネコポス不可 】【C】※カードのみです。,"8,980円(内税)",267pt,"この商品のラインナップを全て見る

 ▼この商品は【全25種セット(フルコンプ)】です。

 TVアニメ『葬送のフリーレン』のカードが登場！
 美麗なイラストを使用したビジュアルカードやキャラクターカード、ストーリーカード等、ラインナップは豪華25種。
 　
 【賞味期限】ラインナップ確認の為開封してますので、お菓子は付属しません。

 英語名：Frieren: Beyond Journey's End Card Soft cookie BANDAI Capsule Toy

 このシリーズには25種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・ビジュアルカード
 ・ビジュアルカード
 ・ビジュアルカード
 ・ビジュアルカード
 ・ビジュアルカード
 ・ビジュアルカード
 ・ビジュアルカード
 ・ビジュアルカード
 ・フリーレン(キャラクターカード)
 ・フェルン(キャラクターカード)
 ・シュタルク(キャラクターカード)
 ・ザイン(キャラクターカード)
 ・フランメ(キャラクターカード)
 ・ゼーリエ(キャラクターカード)
 ・ユーベル(キャラクターカード)
 ・ラント(キャラクターカード)
 ・ヴィアベル(キャラクターカード)
 ・メトーデ(キャラクターカード)
 ・カンネ＆ラヴィーネ(キャラクターカード)
 ・ストーリーカード
 ・ストーリーカード
 ・ストーリーカード
 ・ストーリーカード
 ・ストーリーカード
 ・ストーリーカード

 キャラクター：葬送のフリーレン
 サイズ：約83×56mm
 材質：***
 商品状態：カードのみです、お菓子及びパッケージは付属しません。

 ■58300
 ■メーカー：バンダイ
 ■分類：食玩
 ■code：20260803
 ■JAN：4570117933332",https://img07.shop-pro.jp/PA01455/769/product/192911761.jpg?cmsp_timestamp=20260803150124|https://img07.shop-pro.jp/PA01455/769/product/192911761_o1.jpg?cmsp_timestamp=20260803150124|https://img07.shop-pro.jp/PA01455/769/product/192911761_o2.jpg?cmsp_timestamp=20260803150124,/Users/hong/Desktop/日本商品2/采集数据/images/192911761_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911761_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192911761_M_2.jpg
https://shop.toysanta.jp/?pid=192893273,192893273,"ホーム > 模型・ミニチュア > その他
",【全部揃ってます!!】おきがえポンチョ いちごパーティ [全5種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,600円(内税)",78pt,"この商品のラインナップを全て見る

 ▼この商品は【全5種セット(フルコンプ)】です。

 おきがえポンチョシリーズにかわいいいちご柄デザインが登場 !!
 いちごの総柄がとってもキュート !! フードとポンチョが
 別々なので汎用性抜群です。ぬいぐるみなどに着せて楽しめます！

 英語名：Okigae Poncho Strawberry Party Sakura Capsule Toy

 このシリーズには5種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・いちごぴんく
 ・いちごぶるー
 ・いちごおれんじ
 ・いちごぱーぷる
 ・いちごぴんくくま

 キャラクター：模型
 サイズ：全長約120mm
 材質：ポリエステル
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57972
 ■メーカー：さくら
 ■分類：ガチャガチャ
 ■code：20260801
 ■JAN：4580530819878",https://img07.shop-pro.jp/PA01455/769/product/192893273.jpg?cmsp_timestamp=20260801111805|https://img07.shop-pro.jp/PA01455/769/product/192893273_o1.jpg?cmsp_timestamp=20260801111805|https://img07.shop-pro.jp/PA01455/769/product/192893273_o2.jpg?cmsp_timestamp=20260801111805,/Users/hong/Desktop/日本商品2/采集数据/images/192893273_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192893273_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192893273_M_2.jpg
https://shop.toysanta.jp/?pid=192893245,192893245,"ホーム > キャラクター > その他
",【全部揃ってます!!】ミッフィー FACEシリコン小物入れ Part.2 [全5種セット(フルコンプ)]【ネコポス配送対応】【C】,"2,100円(内税)",63pt,"この商品のラインナップを全て見る

 ▼この商品は【全5種セット(フルコンプ)】です。

 ミッフィーたちの可愛いお顔が、シリコン小物入れに変身！
 「ボリス」「バーバラ」「メラニー」も加わった第二弾の登場です！
 耳付きの愛らしいフォルムがたまらない！
 コインやアクセサリー、飴などの小物を入れるのにぴったりです♪

 英語名：Miffy FACE Silicone Accessory Case Part.2 IP4 Capsule Toy


 このシリーズには5種類のラインナップがあります。
 お届け商品は、商品名及び画像のものになります。

 ・ミッフィー
 ・ボリス
 ・メラニー
 ・おやすみミッフィー
 ・バーバラ

 キャラクター：ミッフィー
 サイズ：全長約75-80mm
 材質：シリコーン,ポリエステル,PET,亜鉛合金
 商品状態：新古品・未使用・ミニブック付属 ※カプセルは付属しません。内袋は未開封です。

 ■57908
 ■メーカー：IP4
 ■分類：ガチャガチャ
 ■code：20260801
 ■JAN：4580800191253",https://img07.shop-pro.jp/PA01455/769/product/192893245.jpg?cmsp_timestamp=20260801111754|https://img07.shop-pro.jp/PA01455/769/product/192893245_o1.jpg?cmsp_timestamp=20260801111754|https://img07.shop-pro.jp/PA01455/769/product/192893245_o2.jpg?cmsp_timestamp=20260801111754,/Users/hong/Desktop/日本商品2/采集数据/images/192893245_M_0.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192893245_M_1.jpg|/Users/hong/Desktop/日本商品2/采集数据/images/192893245_M_2.jpg
